3371.5	17.65 
3906.9	16.86 
4193.5	16.63 
4540.0	16.32  
4925.0	16.05
5266.8	15.88 
5789.9	15.63 
6073.9	15.53 
6655.9	15.36 
7057.4	15.28 
7546.3	15.19 
8023.2	15.07 
8484.3	15.01 
9182.2	14.89 
9738.5	14.89
