#                      Published-Value                         |                      NED-Homogenized-Values                   
#      Spectral-axis           Intensity         Uncertainty   |          Spectral-axis           Intensity         Uncertainty
#         [Angstrom]      [erg/cm^2/s/A]      [erg/cm^2/s/A]   |                   [Hz]          [W/m^2/Hz]          [W/m^2/Hz]
             4200.11          1.7016e-15                                 7.13772875e+14      1.00128590e-29                    
             4202.09         1.74118e-15                                 7.13436549e+14      1.02554250e-29                    
             4204.07         1.79068e-15                                 7.13100541e+14      1.05569182e-29                    
             4206.05         1.85993e-15                                 7.12764848e+14      1.09755112e-29                    
             4208.03         1.90233e-15                                 7.12429472e+14      1.12362865e-29                    
             4210.01         1.90528e-15                                 7.12094411e+14      1.12643039e-29                    
             4211.99         1.87567e-15                                 7.11759665e+14      1.10996782e-29                    
             4213.97         1.88385e-15                                 7.11425233e+14      1.11585687e-29                    
             4215.95         1.88387e-15                                 7.11091116e+14      1.11691758e-29                    
             4217.93          1.9525e-15                                 7.10757312e+14      1.15869484e-29                    
             4219.91         1.96743e-15                                 7.10423822e+14      1.16865134e-29                    
             4221.89         1.91255e-15                                 7.10090644e+14      1.13711901e-29                    
             4223.87         1.79553e-15                                 7.09757779e+14      1.06854557e-29                    
             4225.85         1.64633e-15                                 7.09425226e+14      9.80673277e-30                    
             4227.83         1.69529e-15                                 7.09092984e+14      1.01078393e-29                    
             4229.81         1.76118e-15                                 7.08761053e+14      1.05105334e-29                    
             4231.79         1.84883e-15                                 7.08429433e+14      1.10439515e-29                    
             4233.78         1.89572e-15                                 7.08096450e+14      1.13347008e-29                    
             4235.76         1.90832e-15                                 7.07765452e+14      1.14207122e-29                    
             4237.74         1.94244e-15                                 7.07434762e+14      1.16357806e-29                    
             4239.72         2.01997e-15                                 7.07104382e+14      1.21115176e-29                    
              4241.7         2.03586e-15                                 7.06774310e+14      1.22181964e-29                    
             4243.68         2.13407e-15                                 7.06444546e+14      1.28195627e-29                    
             4245.66         2.13127e-15                                 7.06115089e+14      1.28146925e-29                    
             4247.64         2.06017e-15                                 7.05785940e+14      1.23987458e-29                    
             4249.62         1.99202e-15                                 7.05457097e+14      1.19997772e-29                    
              4251.6         1.94238e-15                                 7.05128561e+14      1.17116555e-29                    
             4253.58         1.93847e-15                                 7.04800331e+14      1.16989690e-29                    
             4255.56         1.94532e-15                                 7.04472406e+14      1.17512423e-29                    
             4257.54         1.93845e-15                                 7.04144785e+14      1.17206412e-29                    
             4259.52         1.94306e-15                                 7.03817470e+14      1.17594451e-29                    
              4261.5         1.99988e-15                                 7.03490459e+14      1.21145759e-29                    
             4263.48         2.06153e-15                                 7.03163751e+14      1.24996374e-29                    
             4265.46           2.092e-15                                 7.02837347e+14      1.26961698e-29                    
             4267.44         2.04105e-15                                 7.02511246e+14      1.23984611e-29                    
             4269.42         1.91295e-15                                 7.02185447e+14      1.16310969e-29                    
              4271.4         1.81796e-15                                 7.01859950e+14      1.10637946e-29                    
             4273.38         1.79837e-15                                 7.01534755e+14      1.09547222e-29                    
             4275.36         1.84434e-15                                 7.01209861e+14      1.12451605e-29                    
             4277.34         1.91923e-15                                 7.00885267e+14      1.17126149e-29                    
             4279.32         1.96962e-15                                 7.00560975e+14      1.20312643e-29                    
              4281.3         2.02174e-15                                 7.00236982e+14      1.23610658e-29                    
             4283.28         2.01499e-15                                 6.99913288e+14      1.23311937e-29                    
             4285.26         1.98626e-15                                 6.99589894e+14      1.21666144e-29                    
             4287.24          1.9408e-15                                 6.99266799e+14      1.18991426e-29                    
             4289.22         1.87408e-15                                 6.98944001e+14      1.15006944e-29                    
              4291.2         1.86095e-15                                 6.98621502e+14      1.14306654e-29                    
             4293.18         1.86126e-15                                 6.98299300e+14      1.14431221e-29                    
             4295.16         1.82165e-15                                 6.97977395e+14      1.12099306e-29                    
             4297.14         1.73468e-15                                 6.97655787e+14      1.06845853e-29                    
             4299.12         1.62973e-15                                 6.97334475e+14      1.00474092e-29                    
              4301.1         1.54629e-15                                 6.97013459e+14      9.54177829e-30                    
             4303.08         1.49268e-15                                 6.96692739e+14      9.21944650e-30                    
             4305.06          1.4456e-15                                 6.96372313e+14      8.93687845e-30                    
             4307.04         1.41527e-15                                 6.96052182e+14      8.75742457e-30                    
             4309.02         1.46948e-15                                 6.95732345e+14      9.10122798e-30                    
                4311         1.57439e-15                                 6.95412802e+14      9.75995157e-30                    
             4312.99         1.75462e-15                                 6.95091941e+14      1.08872770e-29                    
             4314.97          1.9745e-15                                 6.94772986e+14      1.22628663e-29                    
             4316.95         2.18803e-15                                 6.94454323e+14      1.36014937e-29                    
